N_img,x_wp,y_wp,class
img24,560,77,0
img24,174,738,1
img24,576,76,0
img24,188,741,1
img24,591,78,0
img24,208,734,1
img24,605,76,0
img24,222,735,1
img24,618,79,0
img24,233,740,1
img24,635,78,0
img24,250,736,1
img24,648,80,0
img24,271,725,1
img24,670,70,0
img24,284,729,1
img24,685,69,0
img24,295,738,1
img24,702,66,0
img24,307,743,1
img24,718,67,0
img24,329,732,1
img24,731,69,0
img24,344,734,1
img24,733,91,0
img24,357,737,1
img24,732,116,0
img24,370,737,1
img24,736,136,0
img24,387,736,1
img24,736,162,0
img24,399,739,1
img24,734,192,0
img24,415,737,1
img24,733,219,0
img24,431,737,1
img24,738,237,0
img24,450,730,1
img24,737,266,0
img24,464,732,1
img24,739,288,0
img24,480,732,1
img24,721,343,0
img24,491,737,1
img24,731,351,0
img24,504,740,1
img24,738,365,0
img24,522,735,1
img24,737,393,0
img24,538,735,1
img24,737,421,0
img24,553,735,1
img25,725,149,0
img25,77,239,1
img25,725,169,0
img25,100,254,1
img25,725,189,0
img25,103,275,1
img25,719,209,0
img25,77,299,1
img25,720,227,0
img25,76,316,1
img25,724,247,0
img25,80,334,1
img25,720,269,0
img25,80,357,1
img25,721,288,0
img25,76,378,1
img25,721,308,0
img25,81,395,1
img25,722,327,0
img25,77,416,1
img25,722,345,0
img25,74,435,1
img25,720,364,0
img25,76,453,1
img25,720,387,0
img25,79,474,1
img25,725,406,0
img25,73,496,1
img25,725,424,0
img25,75,514,1
img25,729,443,0
img25,79,532,1
img25,729,463,0
img25,82,553,1
img25,728,482,0
img25,77,572,1
img25,720,504,0
img25,80,592,1
img25,722,525,0
img25,78,614,1
img25,722,543,0
img25,78,633,1
img25,729,560,0
img25,73,651,1
img26,278,68,0
img26,149,135,1
img26,300,71,0
img26,147,151,1
img26,326,74,0
img26,146,167,1
img26,360,74,0
img26,149,183,1
img26,393,74,0
img26,148,201,1
img26,423,79,0
img26,141,224,1
img26,468,72,0
img26,134,245,1
img26,489,76,0
img26,134,260,1
img26,517,81,0
img26,132,279,1
img26,561,77,0
img26,126,301,1
img26,592,77,0
img26,122,318,1
img26,616,83,0
img26,124,336,1
img26,646,85,0
img26,122,355,1
img26,675,86,0
img26,118,373,1
img26,714,83,0
img26,115,393,1
img26,728,92,0
img26,113,410,1
img26,720,113,0
img26,118,423,1
img26,725,129,0
img26,108,446,1
img26,721,149,0
img26,105,467,1
img26,724,165,0
img26,101,485,1
img26,717,184,0
img26,107,499,1
img26,704,209,0
img26,103,519,1
img26,706,228,0
img26,96,542,1
img26,704,245,0
img26,90,562,1
img26,700,264,0
img26,88,579,1
img26,699,280,0
img26,78,601,1
img26,690,301,0
img26,82,615,1
img26,691,319,0
img26,82,635,1
img26,690,337,0
img26,75,655,1
img26,680,359,0
img26,73,672,1
img26,677,379,0
img26,73,691,1
img26,669,399,0
img26,72,707,1
img26,673,414,0
img26,74,723,1
img26,666,436,0
img26,103,726,1
img26,665,454,0
img26,136,727,1
img26,659,474,0
img26,175,725,1
img26,656,494,0
img26,202,728,1
img26,651,515,0
img26,235,728,1
img26,650,531,0
img26,275,726,1
img26,649,549,0
img26,302,728,1
img26,644,569,0
img26,334,728,1
img26,644,585,0
img26,363,729,1
img26,641,604,0
img26,397,729,1
img26,618,632,0
img26,431,729,1
img26,622,646,0
img26,454,734,1
img26,628,661,0
img26,485,734,1
img26,623,682,0
img26,532,728,1
img27,231,102,0
img27,177,724,1
img27,249,102,0
img27,195,719,1
img27,267,94,0
img27,214,711,1
img27,284,101,0
img27,232,706,1
img27,301,103,0
img27,249,704,1
img27,320,96,0
img27,266,704,1
img27,337,93,0
img27,285,700,1
img27,356,93,0
img27,305,689,1
img27,374,90,0
img27,322,690,1
img27,391,92,0
img27,340,681,1
img27,410,87,0
img27,357,677,1
img27,428,86,0
img27,375,669,1
img27,445,87,0
img27,394,665,1
img27,463,87,0
img27,413,664,1
img27,481,84,0
img27,432,660,1
img27,498,90,0
img27,451,642,1
img27,516,87,0
img27,468,642,1
img27,534,88,0
img27,486,641,1
img27,553,84,0
img27,506,639,1
img27,569,83,0
img27,523,642,1
img27,586,86,0
img27,541,632,1
img27,606,73,0
img27,558,630,1
img27,624,76,0
img27,577,617,1
img28,709,163,0
img28,91,341,1
img28,711,175,0
img28,91,354,1
img28,715,187,0
img28,95,367,1
img28,714,202,0
img28,96,382,1
img28,712,217,0
img28,96,395,1
img28,712,231,0
img28,102,408,1
img28,712,245,0
img28,102,422,1
img28,715,260,0
img28,95,439,1
img28,714,275,0
img28,105,451,1
img28,714,288,0
img28,108,464,1
img28,707,303,0
img28,107,478,1
img28,710,317,0
img28,110,492,1
img28,712,332,0
img28,113,505,1
img28,716,345,0
img28,109,521,1
img28,701,362,0
img28,112,533,1
img28,703,375,0
img28,116,546,1
img28,710,388,0
img28,120,558,1
img28,710,403,0
img28,120,573,1
img28,713,415,0
img28,123,587,1
img28,715,429,0
img28,126,601,1
img28,711,445,0
img28,143,609,1
img28,715,459,0
img28,149,623,1
img29,203,85,0
img29,103,712,1
img29,224,85,0
img29,123,712,1
img29,243,83,0
img29,141,715,1
img29,259,85,0
img29,160,712,1
img29,279,88,0
img29,180,713,1
img29,301,88,0
img29,201,712,1
img29,321,87,0
img29,222,711,1
img29,339,93,0
img29,240,712,1
img29,360,92,0
img29,260,713,1
img29,381,90,0
img29,280,712,1
img29,400,90,0
img29,300,713,1
img29,419,89,0
img29,319,718,1
img29,439,91,0
img29,338,715,1
img29,461,92,0
img29,361,711,1
img29,481,90,0
img29,381,716,1
img29,498,88,0
img29,402,691,1
img29,518,89,0
img29,422,690,1
img29,540,88,0
img29,441,707,1
img29,560,84,0
img29,460,709,1
img29,579,82,0
img29,479,712,1
img29,599,85,0
img29,498,713,1
img29,621,88,0
img29,520,716,1
img29,639,84,0
img29,538,721,1
img29,658,90,0
img29,559,709,1
img29,681,88,0
img29,581,705,1
img29,701,87,0
img29,601,711,1
img30,98,580,0
img30,384,692,1
img30,102,556,0
img30,421,682,1
img30,95,528,0
img30,472,675,1
img30,99,505,0
img30,506,664,1
img30,100,480,0
img30,559,660,1
img30,93,455,0
img30,597,652,1
img30,92,430,0
img30,641,644,1
img30,86,400,0
img30,691,636,1
img30,82,372,0
img30,723,624,1
img30,83,348,0
img30,735,602,1
img30,78,323,0
img30,737,580,1
img30,77,297,0
img30,729,553,1
img30,73,270,0
img30,727,526,1
img30,72,246,0
img30,717,498,1
img30,77,223,0
img30,713,470,1
img30,76,196,0
img30,705,443,1
img30,72,169,0
img30,701,416,1
img30,68,145,0
img30,701,394,1
img30,63,118,0
img30,693,366,1
img30,75,97,0
img30,675,333,1
img30,116,89,0
img30,673,307,1
img30,165,86,0
img30,671,284,1
img30,225,84,0
img30,665,256,1
img30,285,80,0
img30,668,231,1
img30,341,76,0
img30,658,201,1
img31,62,370,0
img31,267,739,1
img31,61,334,0
img31,283,736,1
img31,63,306,0
img31,300,734,1
img31,64,272,0
img31,321,733,1
img31,59,228,0
img31,340,733,1
img31,64,203,0
img31,360,734,1
img31,60,161,0
img31,380,737,1
img31,62,133,0
img31,395,734,1
img31,60,94,0
img31,419,740,1
img31,62,63,0
img31,439,741,1
img31,78,58,0
img31,455,739,1
img31,99,64,0
img31,474,740,1
img31,118,64,0
img31,489,734,1
img31,138,67,0
img31,510,737,1
img31,158,66,0
img31,531,738,1
img31,179,67,0
img31,550,739,1
img31,194,66,0
img31,568,738,1
img31,217,73,0
img31,585,735,1
img31,236,67,0
img31,604,734,1
img31,253,64,0
img31,624,735,1
img31,272,67,0
img31,641,734,1
img31,289,63,0
img31,660,733,1
img31,309,64,0
img31,683,737,1
img31,327,62,0
img31,697,733,1
img31,344,60,0
img31,715,729,1
img31,361,58,0
img31,737,734,1
img31,384,66,0
img31,742,712,1
img31,402,65,0
img31,740,674,1
img31,421,63,0
img31,737,634,1
img31,441,64,0
img31,736,598,1
img31,456,60,0
img31,741,574,1
img31,478,66,0
img31,733,527,1
img31,497,66,0
img31,739,500,1
img31,514,62,0
img31,737,462,1
img31,531,60,0
img31,742,441,1
img32,440,78,0
img32,82,178,1
img32,510,75,0
img32,82,196,1
img32,559,77,0
img32,77,213,1
img32,622,77,0
img32,84,228,1
img32,676,77,0
img32,85,244,1
img32,720,81,0
img32,80,260,1
img32,714,98,0
img32,82,277,1
img32,717,114,0
img32,79,295,1
img32,720,130,0
img32,78,310,1
img32,722,146,0
img32,80,326,1
img32,727,161,0
img32,75,344,1
img32,720,179,0
img32,80,359,1
img32,718,198,0
img32,95,372,1
img32,717,214,0
img32,98,387,1
img32,713,230,0
img32,82,407,1
img32,718,246,0
img32,79,426,1
img32,725,260,0
img32,82,441,1
img32,725,276,0
img32,83,457,1
img32,722,294,0
img32,84,473,1
img32,722,311,0
img32,81,491,1
img32,723,325,0
img32,83,505,1
img32,726,343,0
img32,76,525,1
img32,724,360,0
img32,75,542,1
img32,720,377,0
img32,79,557,1
img32,723,393,0
img32,75,574,1
img32,727,406,0
img32,76,589,1
img32,725,424,0
img32,78,606,1
img32,726,441,0
img32,74,624,1
img32,720,458,0
img32,78,639,1
img32,722,474,0
img32,80,655,1
img32,723,492,0
img32,80,672,1
img32,725,509,0
img32,82,689,1
img32,722,525,0
img32,83,706,1
img32,720,542,0
img32,78,722,1
img32,725,556,0
img32,120,726,1
img32,725,572,0
img32,175,727,1
img32,720,589,0
img32,229,727,1
img32,719,606,0
img32,297,725,1
img32,723,622,0
img32,352,726,1
img33,462,69,0
img33,67,345,1
img33,490,67,0
img33,68,361,1
img33,511,68,0
img33,72,373,1
img33,534,67,0
img33,70,391,1
img33,556,67,0
img33,68,409,1
img33,576,69,0
img33,68,423,1
img33,604,65,0
img33,65,440,1
img33,622,68,0
img33,68,454,1
img33,643,68,0
img33,71,467,1
img33,659,71,0
img33,67,485,1
img33,682,71,0
img33,68,500,1
img33,704,71,0
img33,66,517,1
img33,733,67,0
img33,71,528,1
img33,738,80,0
img33,68,548,1
img33,734,98,0
img33,68,563,1
img33,733,115,0
img33,73,575,1
img33,729,133,0
img33,73,590,1
img33,734,143,0
img33,72,605,1
img33,733,160,0
img33,72,621,1
img33,730,178,0
img33,67,640,1
img33,729,196,0
img33,66,657,1
img33,730,210,0
img33,74,667,1
img33,730,224,0
img33,80,678,1
img33,729,241,0
img33,72,700,1
img33,729,257,0
img33,67,718,1
img33,728,273,0
img33,75,728,1
img33,732,287,0
img33,113,717,1
img33,734,298,0
img33,122,726,1
img33,731,317,0
img33,134,734,1
img33,734,331,0
img33,160,733,1
img33,736,345,0
img33,175,736,1
img33,731,364,0
img33,203,732,1
img33,730,381,0
img33,222,734,1
img33,731,396,0
img33,244,734,1
img33,729,413,0
img33,269,733,1
img33,731,427,0
img33,293,733,1
img33,729,444,0
img33,311,734,1
img33,732,457,0
img33,334,735,1
img34,374,76,0
img34,205,294,1
img34,382,84,0
img34,191,330,1
img34,393,90,0
img34,180,365,1
img34,412,83,0
img34,171,395,1
img34,414,100,0
img34,158,430,1
img34,423,107,0
img34,145,465,1
img34,447,96,0
img34,131,503,1
img34,459,99,0
img34,120,536,1
img34,474,99,0
img34,104,576,1
img34,485,102,0
img34,99,601,1
img34,501,100,0
img34,90,630,1
img34,510,107,0
img34,79,665,1
img34,523,112,0
img34,70,697,1
img34,541,108,0
img34,81,701,1
img34,554,110,0
img34,98,696,1
img34,566,112,0
img34,111,699,1
img34,575,118,0
img34,121,706,1
img34,585,125,0
img34,137,703,1
img34,601,124,0
img34,155,699,1
img34,613,126,0
img34,164,705,1
img34,625,129,0
img34,180,703,1
img34,642,127,0
img34,196,701,1
img34,643,146,0
img34,207,709,1
img34,652,153,0
img34,219,710,1
img34,682,134,0
img34,233,710,1
img34,693,136,0
img34,248,709,1
img34,704,141,0
img34,262,711,1
img34,718,143,0
img34,277,711,1
img34,724,152,0
img34,291,712,1
img34,735,159,0
img34,304,713,1
img34,733,180,0
img34,321,712,1
img34,736,196,0
img34,332,717,1
img34,738,212,0
img34,347,716,1
img34,736,233,0
img34,360,718,1
img34,733,255,0
img34,377,715,1
img34,729,279,0
img34,387,719,1
img34,731,295,0
img34,403,717,1
img34,724,322,0
img34,417,718,1
img34,723,342,0
img34,431,718,1
img35,62,617,0
img35,242,739,1
img35,56,586,0
img35,286,743,1
img35,59,563,0
img35,322,741,1
img35,60,539,0
img35,359,741,1
img35,66,520,0
img35,390,739,1
img35,59,493,0
img35,425,740,1
img35,65,474,0
img35,456,738,1
img35,56,443,0
img35,498,744,1
img35,61,422,0
img35,524,736,1
img35,57,395,0
img35,570,743,1
img35,54,372,0
img35,594,736,1
img35,59,350,0
img35,638,742,1
img35,67,330,0
img35,675,743,1
img35,58,299,0
img35,712,743,1
img35,65,279,0
img35,731,731,1
img35,60,252,0
img35,744,715,1
img35,70,234,0
img35,738,688,1
img35,66,208,0
img35,737,664,1
img35,58,182,0
img35,741,644,1
img35,62,160,0
img35,739,619,1
img35,66,135,0
img35,737,591,1
img35,66,111,0
img35,740,570,1
img35,61,83,0
img35,738,544,1
img35,73,66,0
img35,743,522,1
img35,96,59,0
img35,741,497,1
img35,135,63,0
img35,744,476,1
img35,163,59,0
img35,736,448,1
img35,199,60,0
img35,739,426,1
img35,235,62,0
img35,741,404,1
img35,267,60,0
img35,738,378,1
img35,309,61,0
img35,733,349,1
img35,349,62,0
img35,742,328,1
img35,378,60,0
img35,737,304,1
img35,416,62,0
img35,738,281,1
img35,447,60,0
img35,742,261,1
img35,487,63,0
img35,741,234,1
img35,519,60,0
img35,737,207,1
img35,559,62,0
img35,738,183,1
img36,122,641,0
img36,743,660,1
img36,114,624,0
img36,744,643,1
img36,108,606,0
img36,738,626,1
img36,109,590,0
img36,739,609,1
img36,114,572,0
img36,735,591,1
img36,108,552,0
img36,734,572,1
img36,105,534,0
img36,732,553,1
img36,105,516,0
img36,731,535,1
img36,107,498,0
img36,730,517,1
img36,100,481,0
img36,733,499,1
img36,91,464,0
img36,734,484,1
img36,96,445,0
img36,731,466,1
img36,96,427,0
img36,725,446,1
img36,94,408,0
img36,721,427,1
img36,88,390,0
img36,722,409,1
img36,88,374,0
img36,718,392,1
img36,87,356,0
img36,720,375,1
img36,88,338,0
img36,712,357,1
img36,86,318,0
img36,711,337,1
img36,78,298,0
img36,722,319,1
img36,75,281,0
img36,721,300,1
img36,75,263,0
img36,719,283,1
img36,75,246,0
img36,718,265,1
img36,78,229,0
img36,715,248,1
img36,79,211,0
img36,715,230,1
img36,73,192,0
img36,719,211,1
img36,70,174,0
img36,718,194,1
img36,68,155,0
img36,715,175,1
img36,63,138,0
img36,714,157,1
img37,515,79,0
img37,77,311,1
img37,541,78,0
img37,77,325,1
img37,565,79,0
img37,79,337,1
img37,574,87,0
img37,76,352,1
img37,614,80,0
img37,77,365,1
img37,648,75,0
img37,77,380,1
img37,670,78,0
img37,78,393,1
img37,700,77,0
img37,76,408,1
img37,711,84,0
img37,78,421,1
img37,714,96,0
img37,78,434,1
img37,717,108,0
img37,80,447,1
img37,720,120,0
img37,78,463,1
img37,725,130,0
img37,80,475,1
img37,723,145,0
img37,79,489,1
img37,721,161,0
img37,78,503,1
img37,724,174,0
img37,78,517,1
img37,721,188,0
img37,76,532,1
img37,722,201,0
img37,82,542,1
img37,720,216,0
img37,84,556,1
img37,724,227,0
img37,78,572,1
img37,721,242,0
img37,78,586,1
img37,722,256,0
img37,82,598,1
img37,717,273,0
img37,77,614,1
img37,721,284,0
img37,77,626,1
img37,715,301,0
img37,81,637,1
img37,716,314,0
img37,79,652,1
img37,723,324,0
img37,77,667,1
img37,724,337,0
img37,83,678,1
img37,718,354,0
img37,83,693,1
img37,723,366,0
img37,78,709,1
img37,721,380,0
img37,80,721,1
img37,723,392,0
img37,96,726,1
img37,719,407,0
img37,130,721,1
img37,719,422,0
img37,160,719,1
img37,722,435,0
img37,177,725,1
img37,720,450,0
img37,205,724,1
img37,719,464,0
img37,229,726,1
img37,717,480,0
img37,255,726,1
img37,718,492,0
img37,286,722,1
img38,77,614,0
img38,303,724,1
img38,75,577,0
img38,380,726,1
img38,76,538,0
img38,448,718,1
img38,76,493,0
img38,542,720,1
img38,73,453,0
img38,634,726,1
img38,73,417,0
img38,701,722,1
img38,78,380,0
img38,717,692,1
img38,76,340,0
img38,721,655,1
img38,82,303,0
img38,721,614,1
img38,82,262,0
img38,721,574,1
img38,80,224,0
img38,720,537,1
img38,75,187,0
img38,724,503,1
img38,77,147,0
img38,714,457,1
img38,72,107,0
img38,723,424,1
img38,104,86,0
img38,718,385,1
img38,189,82,0
img38,715,338,1
img38,251,73,0
img38,728,305,1
img38,374,94,0
img38,716,260,1
img38,423,76,0
img38,723,222,1
img38,493,76,0
img38,724,188,1
img39,167,477,0
img39,308,720,1
img39,174,466,0
img39,321,722,1
img39,177,451,0
img39,333,719,1
img39,183,435,0
img39,348,723,1
img39,190,425,0
img39,362,723,1
img39,196,411,0
img39,380,731,1
img39,202,402,0
img39,392,731,1
img39,204,382,0
img39,402,724,1
img39,210,367,0
img39,413,719,1
img39,216,356,0
img39,425,716,1
img39,222,343,0
img39,443,724,1
img39,231,336,0
img39,456,723,1
img39,240,327,0
img39,471,727,1
img39,236,297,0
img39,487,734,1
img39,244,289,0
img39,501,737,1
img39,245,270,0
img39,513,736,1
img39,254,263,0
img39,528,736,1
img39,259,250,0
img39,541,737,1
img39,263,231,0
img39,553,735,1
img39,270,220,0
img39,566,732,1
img39,277,208,0
img39,583,737,1
img39,284,197,0
img39,588,723,1
img39,286,181,0
img39,591,707,1
img39,290,166,0
img39,594,693,1
img39,300,158,0
img39,601,678,1
img39,303,139,0
img39,606,662,1
img39,307,124,0
img39,610,647,1
img39,312,111,0
img39,610,626,1
img39,321,101,0
img39,615,612,1
img39,327,92,0
img39,622,602,1
img39,330,74,0
img39,624,582,1
img39,345,75,0
img39,625,559,1
img39,362,81,0
img39,633,548,1
img39,374,79,0
img39,635,530,1
img39,391,84,0
img39,639,513,1
img39,404,86,0
img39,642,498,1
img39,418,89,0
img39,645,482,1
img39,434,93,0
img39,651,468,1
img39,451,99,0
img39,657,457,1
img39,468,105,0
img39,662,440,1
img39,485,109,0
img39,668,425,1
img39,497,110,0
img39,667,404,1
img39,515,119,0
img39,674,393,1
img40,243,83,0
img40,152,716,1
img40,254,84,0
img40,163,717,1
img40,264,83,0
img40,174,712,1
img40,275,85,0
img40,185,713,1
img40,286,87,0
img40,196,719,1
img40,299,87,0
img40,208,724,1
img40,311,81,0
img40,219,722,1
img40,321,85,0
img40,230,720,1
img40,332,84,0
img40,241,722,1
img40,342,88,0
img40,253,719,1
img40,353,94,0
img40,264,719,1
img40,363,95,0
img40,275,718,1
img40,378,83,0
img40,288,714,1
img40,390,80,0
img40,299,718,1
img40,401,81,0
img40,309,720,1
img40,412,82,0
img40,321,719,1
img40,424,81,0
img40,332,715,1
img40,436,81,0
img40,344,715,1
img40,446,82,0
img40,355,715,1
img40,457,82,0
img40,366,718,1
img40,468,88,0
img40,377,721,1
img40,478,88,0
img40,388,715,1
img40,490,88,0
img40,400,715,1
img40,501,88,0
img40,411,718,1
img40,513,87,0
img40,422,715,1
img40,524,90,0
img40,434,715,1
img40,535,88,0
img40,446,715,1
img40,547,83,0
img40,458,713,1
img40,559,87,0
img40,469,715,1
img40,571,82,0
img40,479,721,1
img40,582,79,0
img40,491,720,1
img40,592,85,0
img40,502,718,1
img40,603,87,0
img40,513,715,1
img40,615,87,0
img40,524,715,1
img40,626,87,0
img40,535,720,1
img40,638,89,0
img40,548,713,1
img40,649,86,0
img40,560,710,1
img41,73,598,0
img41,221,721,1
img41,72,567,0
img41,270,730,1
img41,75,536,0
img41,298,720,1
img41,75,501,0
img41,354,731,1
img41,79,471,0
img41,390,728,1
img41,79,432,0
img41,431,722,1
img41,70,387,0
img41,479,724,1
img41,69,352,0
img41,528,731,1
img41,71,321,0
img41,562,726,1
img41,73,290,0
img41,602,728,1
img41,74,256,0
img41,644,728,1
img41,75,220,0
img41,687,726,1
img41,78,186,0
img41,720,717,1
img41,76,149,0
img41,723,683,1
img41,71,110,0
img41,733,657,1
img41,80,86,0
img41,730,621,1
img41,110,74,0
img41,731,586,1
img41,154,73,0
img41,728,548,1
img41,189,70,0
img41,734,522,1
img41,240,78,0
img41,727,481,1
img41,272,70,0
img41,731,450,1
img41,319,74,0
img41,722,408,1
img41,361,73,0
img41,727,375,1
img41,401,72,0
img41,726,339,1
img41,450,74,0
img41,727,302,1
img41,491,71,0
img41,729,267,1
img41,528,71,0
img41,734,241,1
img41,575,75,0
img41,724,198,1
img42,161,61,0
img42,54,449,1
img42,176,57,0
img42,54,506,1
img42,190,59,0
img42,53,558,1
img42,208,53,0
img42,55,609,1
img42,222,60,0
img42,54,665,1
img42,235,63,0
img42,53,724,1
img42,253,55,0
img42,64,738,1
img42,265,61,0
img42,83,722,1
img42,278,65,0
img42,97,726,1
img42,296,54,0
img42,107,743,1
img42,310,56,0
img42,121,745,1
img42,325,60,0
img42,136,745,1
img42,339,61,0
img42,152,744,1
img42,354,63,0
img42,168,742,1
img42,368,61,0
img42,181,744,1
img42,381,65,0
img42,195,744,1
img42,400,58,0
img42,214,730,1
img42,409,79,0
img42,228,733,1
img42,423,83,0
img42,239,747,1
img42,444,56,0
img42,253,750,1
img42,457,61,0
img42,268,747,1
img42,471,65,0
img42,284,747,1
img42,488,62,0
img42,298,747,1
img42,501,64,0
img42,313,744,1
img42,517,56,0
img42,327,746,1
img42,532,57,0
img42,342,747,1
img42,547,58,0
img42,359,746,1
img42,560,63,0
img42,373,749,1
img42,574,64,0
img42,387,748,1
img42,591,55,0
img42,402,745,1
img42,606,57,0
img42,418,746,1
img42,620,58,0
img42,433,740,1
img42,635,57,0
img42,448,739,1
img42,652,58,0
img42,463,741,1
img42,668,56,0
img42,478,746,1
img42,682,53,0
img42,491,745,1
img42,691,74,0
img42,506,745,1
img42,705,78,0
img42,522,744,1
img42,725,59,0
img42,537,745,1
img42,741,53,0
img42,551,745,1
img42,747,88,0
img42,568,737,1
img42,745,149,0
img42,583,738,1
img42,746,204,0
img42,596,746,1
img42,748,249,0
img42,611,747,1
img42,747,308,0
img42,624,748,1
img42,747,356,0
img42,639,749,1
img43,97,399,0
img43,520,695,1
img43,101,383,0
img43,548,697,1
img43,93,362,0
img43,582,704,1
img43,97,346,0
img43,617,709,1
img43,103,330,0
img43,648,711,1
img43,104,314,0
img43,689,724,1
img43,98,294,0
img43,711,724,1
img43,101,278,0
img43,720,710,1
img43,104,263,0
img43,721,694,1
img43,110,248,0
img43,724,678,1
img43,108,228,0
img43,722,658,1
img43,106,211,0
img43,722,642,1
img43,105,193,0
img43,723,624,1
img43,107,176,0
img43,726,610,1
img43,110,161,0
img43,728,594,1
img43,114,147,0
img43,725,574,1
img43,117,132,0
img43,729,560,1
img43,118,116,0
img43,720,539,1
img43,117,99,0
img43,722,524,1
img43,121,82,0
img43,720,502,1
img43,133,74,0
img43,720,485,1
img43,162,78,0
img43,725,473,1
img43,191,78,0
img43,723,452,1
img43,222,82,0
img43,723,432,1
img43,248,83,0
img43,723,413,1
img44,244,67,0
img44,62,399,1
img44,271,70,0
img44,65,443,1
img44,298,69,0
img44,63,498,1
img44,327,71,0
img44,64,552,1
img44,362,62,0
img44,62,607,1
img44,385,63,0
img44,66,645,1
img44,410,73,0
img44,71,693,1
img44,448,64,0
img44,86,722,1
img44,472,66,0
img44,107,728,1
img44,496,70,0
img44,133,731,1
img44,529,70,0
img44,165,730,1
img44,557,63,0
img44,188,738,1
img44,579,73,0
img44,216,736,1
img44,616,64,0
img44,245,739,1
img44,645,61,0
img44,272,740,1
img44,669,66,0
img44,303,735,1
img44,697,66,0
img44,327,739,1
img44,725,64,0
img44,356,738,1
img44,738,96,0
img44,388,734,1
img44,736,152,0
img44,417,733,1
img44,737,197,0
img44,439,739,1
img44,738,245,0
img44,468,739,1
img44,735,308,0
img44,499,738,1
img44,740,351,0
img44,530,734,1
img44,738,406,0
img44,559,730,1
img45,58,636,0
img45,747,700,1
img45,56,623,0
img45,746,687,1
img45,54,611,0
img45,741,674,1
img45,53,598,0
img45,745,662,1
img45,49,585,0
img45,755,651,1
img45,57,572,0
img45,748,637,1
img45,54,559,0
img45,747,623,1
img45,50,547,0
img45,746,611,1
img45,52,534,0
img45,748,598,1
img45,52,521,0
img45,752,586,1
img45,50,508,0
img45,751,574,1
img45,48,496,0
img45,749,561,1
img45,48,483,0
img45,749,549,1
img45,54,470,0
img45,744,535,1
img45,54,457,0
img45,746,522,1
img45,50,445,0
img45,752,510,1
img45,53,433,0
img45,749,497,1
img45,56,420,0
img45,748,485,1
img45,57,407,0
img45,747,471,1
img45,53,393,0
img45,748,458,1
img45,51,381,0
img45,756,447,1
img45,54,369,0
img45,756,434,1
img45,52,356,0
img45,756,421,1
img45,47,344,0
img45,752,408,1
img45,58,331,0
img45,746,395,1
img45,59,317,0
img45,748,381,1
img45,54,305,0
img45,747,369,1
img45,54,292,0
img45,748,357,1
img45,53,280,0
img45,748,345,1
img45,53,268,0
img45,746,332,1
img45,50,254,0
img45,751,319,1
img45,53,242,0
img45,753,307,1
img45,56,229,0
img45,753,294,1
img45,49,215,0
img45,756,282,1
img45,52,203,0
img45,751,269,1
img45,54,191,0
img45,740,255,1
img45,50,178,0
img45,741,242,1
img45,52,165,0
img45,754,230,1
img45,82,155,0
img45,753,217,1
img45,84,143,0
img45,752,205,1
img45,54,127,0
img45,750,192,1
img45,52,114,0
img45,750,179,1
img45,54,102,0
img45,753,167,1
img46,71,492,0
img46,183,728,1
img46,70,452,0
img46,201,730,1
img46,71,419,0
img46,218,727,1
img46,73,382,0
img46,239,731,1
img46,69,336,0
img46,257,728,1
img46,68,297,0
img46,274,726,1
img46,70,266,0
img46,290,725,1
img46,79,249,0
img46,306,725,1
img46,70,193,0
img46,325,726,1
img46,73,159,0
img46,342,723,1
img46,66,114,0
img46,359,723,1
img46,71,87,0
img46,378,726,1
img46,83,74,0
img46,395,726,1
img46,102,76,0
img46,412,723,1
img46,119,72,0
img46,431,723,1
img46,137,75,0
img46,447,721,1
img46,157,77,0
img46,468,725,1
img46,174,74,0
img46,488,728,1
img46,187,67,0
img46,506,733,1
img46,207,73,0
img46,520,728,1
img46,227,76,0
img46,539,727,1
img46,245,74,0
img46,556,723,1
img46,264,77,0
img46,575,725,1
img46,278,74,0
img46,591,728,1
img46,296,74,0
img46,609,727,1
img46,315,74,0
img46,626,726,1
img46,335,80,0
img46,643,724,1
img46,353,78,0
img46,662,727,1
img46,367,70,0
img46,680,726,1
img46,390,80,0
img46,696,722,1
img46,406,79,0
img46,719,731,1
img46,420,74,0
img46,728,717,1
img46,437,71,0
img46,727,679,1
img46,455,69,0
img46,732,651,1
img46,476,77,0
img46,731,610,1
img46,493,73,0
img46,728,565,1
img46,509,69,0
img46,732,537,1
img46,527,73,0
img46,730,496,1
img46,546,77,0
img46,730,461,1
img46,562,72,0
img46,729,425,1
img46,581,76,0
img46,730,388,1
img46,597,74,0
img46,730,352,1
img46,616,77,0
img46,731,317,1
img47,331,70,0
img47,143,454,1
img47,346,69,0
img47,145,477,1
img47,361,69,0
img47,147,501,1
img47,373,71,0
img47,152,519,1
img47,386,73,0
img47,157,539,1
img47,402,72,0
img47,161,558,1
img47,417,70,0
img47,167,576,1
img47,430,72,0
img47,166,607,1
img47,441,75,0
img47,173,619,1
img47,457,72,0
img47,178,637,1
img47,473,70,0
img47,181,661,1
img47,483,74,0
img47,182,688,1
img47,498,73,0
img47,186,707,1
img47,511,76,0
img47,192,723,1
img47,525,77,0
img47,205,726,1
img47,542,73,0
img47,220,725,1
img47,556,71,0
img47,235,723,1
img47,569,73,0
img47,257,707,1
img47,584,73,0
